"","Calculate.part.in.proportion.with.fractions","Calculate.total.in.proportion.with.fractions","Choose.operator.in.fractional.identity","Enter.Calculated.value.of.rate","Enter.Calculated.value.of.ratio","Enter.denominator.of.form.of.1","Enter.denominator.of.given.fraction.in.proportion","Enter.denominator.of.given.rate.in.proportion","Enter.denominator.of.given.unit.rate.in.proportion","Enter.given.part.in.proportion","Enter.given.total.in.proportion","Enter.numerator.of.form.of.1","Enter.numerator.of.given.fraction.in.proportion","Enter.numerator.of.given.rate.in.proportion","Enter.numerator.of.given.unit.rate.in.proportion","Enter.part.in.proportion.with.variable","Enter.proportion.label.in.denominator","Enter.proportion.label.in.numerator","Enter.total.in.proportion.with.variable"
"stu_ba7893ce98.3",0.666666666666667,0.4,1,0.916666666666667,1,1,1,0.666666666666667,1,0.571428571428571,0.714285714285714,0.461538461538462,0.666666666666667,0.6,0.833333333333333,0.444444444444444,0.9375,0.8125,0.714285714285714
"stu_d74a8780e8.1",0.333333333333333,0.333333333333333,1,0.75,0.6,0.888888888888889,1,0.8,0.666666666666667,0.8,0.625,0.4,0.333333333333333,0,0.666666666666667,0.333333333333333,0.846153846153846,0.538461538461538,0.4
"stu_ec2fbcec5d",0.666666666666667,1,1,1,1,1,1,1,1,0.666666666666667,0.833333333333333,1,0.75,1,0.8,1,1,1,0.833333333333333
"stu_97c0cc6b7f.2",0.6,0.555555555555556,1,1,0.909090909090909,0.625,0.818181818181818,1,0.5,1,0.875,0.714285714285714,0.181818181818182,1,1,0.875,0.882352941176471,0.823529411764706,0.666666666666667
"stu_80449a6535.1",0.8,1,1,1,1,0.888888888888889,0.75,0.333333333333333,1,0.5,1,0.777777777777778,0.5,0.666666666666667,1,0.6,0.888888888888889,0.888888888888889,0.5
"stu_0b6aadec4f.1",1,0.833333333333333,1,0.833333333333333,1,0.909090909090909,1,1,1,0.666666666666667,1,1,0.6,1,1,1,1,0.909090909090909,1
"stu_1e69882cb7.1",0.5,0.75,1,1,1,0.875,0.666666666666667,1,0.571428571428571,0.777777777777778,1,0.294117647058824,0.4,1,0.714285714285714,0.75,0.823529411764706,0.529411764705882,0.625
"stu_0375874c55.1",0.833333333333333,0.666666666666667,1,0.6,0.75,0.777777777777778,0.25,0.5,0.666666666666667,1,0.5,0.444444444444444,0,0.5,0.666666666666667,0.5,0.888888888888889,0.555555555555556,0.666666666666667
"stu_06f7336d48.1",0.888888888888889,1,1,1,1,0.928571428571429,1,1,1,0.8,1,0.928571428571429,0.8,1,0.666666666666667,0.888888888888889,1,1,1
"stu_a48233bcd9.2",1,0.7,1,0.923076923076923,1,0.857142857142857,1,0.75,0.625,1,0.8,0.8,1,1,0.428571428571429,0.166666666666667,1,0.933333333333333,0.2
"stu_df8524d13c",0.272727272727273,0.5,1,1,1,0.722222222222222,0.666666666666667,0.666666666666667,1,0.857142857142857,0.9,0.6,0.375,1,0.2,0.5,1,1,0.428571428571429
"stu_529d52830a.1",0.888888888888889,1,1,1,0.857142857142857,1,0.857142857142857,0.6,1,0.857142857142857,0.833333333333333,0.9375,1,1,1,0.625,1,0.9375,0.714285714285714
"stu_8cdc8db7f3",0.625,1,1,1,0.857142857142857,0.875,0.714285714285714,1,0.5,1,0.75,0.75,0.428571428571429,0.75,0.666666666666667,1,0.9375,0.75,0.875
"stu_6fff4c0230.4",0.666666666666667,1,1,1,1,0.857142857142857,1,1,1,0,0.333333333333333,0.857142857142857,0.25,1,0.5,1,0.857142857142857,1,1
"stu_0009717471",0.888888888888889,1,1,1,0.857142857142857,0.9375,0.857142857142857,1,0.5,0.833333333333333,1,0.928571428571429,0.5,0.75,1,0.888888888888889,0.9375,0.933333333333333,0.666666666666667
"stu_9edc206cce",0.857142857142857,0.777777777777778,1,1,1,0.875,0.5,1,0.75,0.875,0.857142857142857,0.866666666666667,0.428571428571429,0.666666666666667,0.666666666666667,0.571428571428571,0.875,0.875,0.75
"stu_7df4704d47.2",0.888888888888889,1,1,1,1,0.9375,0.666666666666667,0.75,1,1,0.888888888888889,1,0.5,1,1,0.777777777777778,1,0.9375,1
"stu_a4aa834e4f",1,1,1,1,1,0.888888888888889,1,1,1,1,0.8,1,0.666666666666667,1,1,0.8,1,0.888888888888889,1
"stu_533e0892da.1",1,1,1,1,1,1,0.8,1,1,0.666666666666667,1,0.777777777777778,0.5,0.666666666666667,0.666666666666667,0.6,1,0.8,0.5
"stu_b69938cebf",1,1,1,1,1,0.857142857142857,0.714285714285714,1,0.666666666666667,0.8,1,0.615384615384615,0.333333333333333,1,1,0.833333333333333,0.846153846153846,0.5,0.6
"stu_a05c564007.3",0.857142857142857,1,1,1,1,1,0.6,1,1,1,0.857142857142857,0.833333333333333,1,1,1,0.571428571428571,1,0.909090909090909,1
"stu_5c9e0f37ff.2",0.7,1,1,1,1,0.785714285714286,0.4,0,0.5,0.666666666666667,0.5,0.857142857142857,0.166666666666667,0.5,0.5,0.444444444444444,0.9375,1,0.6
"stu_53382f0046",0.4,0.285714285714286,1,1,0.833333333333333,0.571428571428571,0.714285714285714,1,1,0.777777777777778,0.571428571428571,0.65,0.444444444444444,0.5,0.8,0.5,0.882352941176471,0.823529411764706,0.777777777777778
"stu_df7fa3a719.2",0.875,1,1,1,0.888888888888889,0.866666666666667,1,0.666666666666667,0.6,0.857142857142857,1,0.8125,0.3,1,0.8,0.666666666666667,0.9375,0.875,1
"stu_5b02358df3.1",1,0.888888888888889,1,1,1,1,0.571428571428571,0.666666666666667,0.333333333333333,0.8,0.833333333333333,0.8,0.571428571428571,0.666666666666667,0.833333333333333,0.833333333333333,0.875,0.9375,0.7
"stu_0bd459ca5a.3",1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,0.5,1,1,1
"stu_ea6d2588e5.1",0.5,0.444444444444444,1,1,0.833333333333333,0.8125,0.666666666666667,1,0.857142857142857,0.625,0.5,0.5625,0.666666666666667,1,0.571428571428571,1,1,0.9375,0.5
"stu_19bc457cf6",0.833333333333333,0.777777777777778,1,0.875,0.857142857142857,0.785714285714286,1,1,1,1,0.666666666666667,0.857142857142857,0.428571428571429,0.75,1,1,0.866666666666667,0.933333333333333,0.777777777777778
"stu_c77258afde.2",0.9,1,1,0.8,0.857142857142857,1,0.857142857142857,1,0.714285714285714,1,1,1,0.571428571428571,1,0.714285714285714,0.8,0.941176470588235,1,0.857142857142857
"stu_98cce03451.1",0.875,0.9,1,1,1,0.941176470588235,0.888888888888889,1,1,1,1,0.941176470588235,0.5,1,0.6,0.75,0.823529411764706,0.647058823529412,0.777777777777778
"stu_0b451f30af.4",1,0.75,1,1,1,1,1,0.8,1,0.875,0.833333333333333,0.928571428571429,0.666666666666667,1,1,1,0.928571428571429,1,0.625
"stu_c7a526c289.1",0.25,0.333333333333333,1,0.333333333333333,0.333333333333333,0.166666666666667,0.666666666666667,1,1,0.333333333333333,0.5,0.5,0,0.5,1,0.5,1,0.857142857142857,0.666666666666667
"stu_82e77b8175.1",0.5,0.666666666666667,1,0.833333333333333,1,0.875,1,1,1,1,0.875,0.416666666666667,0.285714285714286,0.5,1,0.625,1,0.75,0.857142857142857
"stu_6463353079.1",0.75,1,1,1,1,1,0.6,1,1,1,1,1,0,1,1,0.75,0.857142857142857,1,1
"stu_c7a526c289.2",0.25,0.333333333333333,1,0.333333333333333,0.333333333333333,0.166666666666667,0.666666666666667,1,1,0.333333333333333,0.5,0.5,0,0.5,1,0.5,1,0.857142857142857,0.666666666666667
"stu_c335c90508.2",0.833333333333333,1,1,1,1,0.9,0.666666666666667,1,1,1,1,1,1,1,1,0.666666666666667,1,0.916666666666667,1
"stu_961ef41791",0.571428571428571,0.6,1,1,1,0.75,0.8,1,0.666666666666667,1,0.9,0.666666666666667,1,0.75,0.6,0.6,0.875,0.8125,0.666666666666667
"stu_6d1e45c10b.1",1,0.375,1,0.777777777777778,0.857142857142857,0.777777777777778,0.571428571428571,0.666666666666667,0.25,1,0.666666666666667,0.8,0.75,0.666666666666667,1,0.75,0.8125,0.8125,0.666666666666667
"stu_2c5bfcb45e.1",0,1,1,1,0.6,1,0.5,1,1,0.8,1,0.75,1,1,1,0.333333333333333,0.777777777777778,0.875,0.75
"stu_1c32d03c39.1",1,0.75,1,1,1,0.875,0.666666666666667,1,0.666666666666667,1,1,0.714285714285714,0.666666666666667,1,0.666666666666667,1,1,1,0.75
"stu_6326c7bd66.1",0.666666666666667,0.666666666666667,1,0.833333333333333,1,0.916666666666667,1,1,0.8,0.666666666666667,0.625,0.6,1,0.375,0.75,0.833333333333333,0.933333333333333,0.857142857142857,0.833333333333333
"stu_343a25db80.1",1,0.777777777777778,1,0.888888888888889,1,0.928571428571429,0.75,0.8,1,0.888888888888889,1,1,1,1,0.8,1,1,0.857142857142857,0.777777777777778
"stu_3de6254290.1",1,1,1,1,1,1,0.5,1,0.5,1,1,0.833333333333333,0.5,1,1,1,1,1,0.5
"stu_e9521e7466.2",1,0.5,1,1,1,0.875,0.8,1,0.666666666666667,0.875,1,0.7,0.75,1,1,0.75,1,1,1
"stu_7affb37f03",0.857142857142857,0.888888888888889,1,0.9,1,0.933333333333333,0.833333333333333,1,0.75,0.875,1,0.8125,0.5,1,0.875,0.857142857142857,0.875,1,1
"stu_f971c6e5b0",0.75,0.75,1,1,1,1,0.666666666666667,0.666666666666667,1,1,0.75,1,0.333333333333333,0.666666666666667,1,1,1,1,0.75
"stu_0470e31939",1,0.714285714285714,1,1,1,0.9,0.571428571428571,1,0.5,1,1,0.818181818181818,0,1,1,1,1,0.909090909090909,0.5
"stu_2b043931f1",0.857142857142857,0.888888888888889,1,1,0.666666666666667,0.875,0.777777777777778,1,1,1,1,0.875,0.75,0.666666666666667,1,0.714285714285714,0.875,1,0.666666666666667
"stu_c79b480b96",1,0.833333333333333,1,1,1,0.916666666666667,1,1,0.75,1,0.875,0.846153846153846,0.75,1,1,0.625,0.928571428571429,0.857142857142857,0.833333333333333
"stu_d6c25f9f5e.2",0.857142857142857,0.888888888888889,1,0.916666666666667,1,0.9375,0.75,0.857142857142857,0.8,0.777777777777778,0.714285714285714,0.875,1,0.571428571428571,0.8,0.714285714285714,0.8125,0.933333333333333,0.875
"stu_e970e17baf.2",1,1,1,0.75,1,1,0.75,1,0.5,1,1,1,0.333333333333333,1,1,1,1,1,0.666666666666667
"stu_cbad8bf400.2",1,1,1,1,1,1,0.75,1,1,0.8,0.875,1,0.625,1,1,0.714285714285714,0.923076923076923,0.769230769230769,1
"stu_552b295fa5.2",0.818181818181818,1,1,1,0.875,0.941176470588235,0.571428571428571,1,0.833333333333333,1,0.6,1,0.6,0.666666666666667,0.4,0.5,1,0.941176470588235,0.666666666666667
"stu_f9b4acb7bc.4",0.5,1,1,1,1,0.571428571428571,1,1,0.75,0.666666666666667,0.428571428571429,0.5,0.666666666666667,1,0.5,0.625,1,0.727272727272727,0.666666666666667
"stu_e2dc8a6b1f.2",1,1,1,1,0.888888888888889,1,0.625,1,0.8,1,0.833333333333333,1,0.5,1,0.75,0.833333333333333,1,1,0.9
"stu_2aab2f691c.2",0.8,1,1,1,1,0.818181818181818,0.6,0.75,1,1,1,0.909090909090909,0.75,1,1,0.833333333333333,0.909090909090909,0.909090909090909,0.6
"stu_3d4e66681b.2",1,1,1,1,0.666666666666667,0.666666666666667,0.333333333333333,1,0,1,0.5,0.833333333333333,0.5,1,1,1,1,0.2,1
"stu_58140beb38.1",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.8
"stu_6432f210b5.1",0.75,1,1,0.888888888888889,1,0.5,0.5,0.4,1,0.4,0.666666666666667,0.818181818181818,0.25,0.6,1,1,0.846153846153846,0.538461538461538,0.428571428571429
"stu_dc6d560815",0.8,1,1,1,1,1,1,1,0.75,0.857142857142857,0.666666666666667,1,1,1,1,0.75,1,0.923076923076923,0.571428571428571
"stu_e18a227e47.3",1,1,1,1,0.875,0.857142857142857,0.555555555555556,1,0.666666666666667,0.833333333333333,0.571428571428571,0.928571428571429,0.25,1,0.75,0.571428571428571,1,0.866666666666667,0.666666666666667
"stu_63284c338f",1,0.833333333333333,1,0.8,0.833333333333333,0.941176470588235,0.833333333333333,1,1,1,0.9,0.941176470588235,0.5,0.666666666666667,0.571428571428571,0.571428571428571,0.8125,0.846153846153846,0.6
"stu_a72c26d889.1",0.8,1,1,1,0.75,0.666666666666667,1,1,0.666666666666667,1,0.8,0.8,0.5,1,0.666666666666667,0.8,1,1,1
"stu_fd86aa1a7d.4",1,0.75,1,1,1,0.875,1,1,1,0.875,0.875,0.9375,0.666666666666667,0.75,0.666666666666667,0.875,0.9375,1,0.875
"stu_049318854c.1",1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,0.5
"stu_33bbb3cc50.1",0.75,0.666666666666667,1,1,1,1,1,1,0.666666666666667,1,0.75,1,0,1,1,0.5,0.714285714285714,0.857142857142857,0.666666666666667
"stu_293d3cca60.5",0.833333333333333,1,1,1,1,1,0.75,1,1,1,1,1,1,1,1,0.833333333333333,1,0.9,1
"stu_df34df5dad.2",0.875,0.625,1,0.916666666666667,1,0.928571428571429,0.8,0.5,0.375,0.571428571428571,0.555555555555556,0.571428571428571,0.2,1,0.444444444444444,0.9,0.941176470588235,0.764705882352941,0.857142857142857
"stu_9fc0247882.2",0.833333333333333,0.625,1,0.875,1,0.916666666666667,0.875,1,1,1,0.875,0.8,0.285714285714286,1,0.2,0.777777777777778,0.9375,0.823529411764706,0.5
"stu_6e7435f138.1",1,1,1,1,1,0.818181818181818,1,1,1,1,1,0.933333333333333,0.571428571428571,1,1,1,1,0.933333333333333,1
"stu_980f03d0ea",0.5,1,1,0.9,0.833333333333333,0.833333333333333,1,1,0.8,0.75,0.75,0.529411764705882,0.5,1,0.833333333333333,0.75,0.941176470588235,1,0.416666666666667
"stu_7e8372a1b4",0.75,0.833333333333333,1,0.857142857142857,1,0.875,1,1,0.333333333333333,1,1,0.636363636363636,0,1,0.75,0.75,1,1,0.428571428571429
"stu_63ed4e245b",1,0.8,1,1,1,0.9,1,1,1,0.8,1,0.818181818181818,1,1,1,1,1,0.909090909090909,0.8
"stu_3e41bb3a61.2",0.8,0.833333333333333,1,1,1,1,1,1,1,1,1,0.888888888888889,0.6,1,1,0.833333333333333,0.833333333333333,1,1
"stu_170f1d7e17",0.75,0.75,1,1,1,0.923076923076923,0.714285714285714,0.75,1,0.857142857142857,1,0.625,0.5,1,0.75,0.625,1,1,0.857142857142857
"stu_78ca24832a.1",1,1,1,1,1,1,1,1,1,1,1,0.8,1,1,1,1,0.833333333333333,0.666666666666667,1
"stu_0bf9d9ebc9.2",1,0.8,1,1,1,1,0.333333333333333,1,0.5,0.8,1,1,0.666666666666667,0.666666666666667,1,1,1,1,1
"stu_71f25ac185",0.833333333333333,1,1,1,1,0.928571428571429,0.75,1,0.857142857142857,0.625,1,1,0.75,1,0.714285714285714,0.5,0.928571428571429,0.785714285714286,0.888888888888889
"stu_c16fc1a9a3.1",0.857142857142857,1,1,1,1,1,0.75,1,1,1,0.714285714285714,1,0.75,1,0.8,0.857142857142857,1,1,1
"stu_4b081ca3f9",1,1,1,1,1,1,0.666666666666667,0.5,1,1,0.833333333333333,1,0.4,1,1,1,0.9,1,1
"stu_6d1e45c10b.2",1,0.375,1,0.777777777777778,0.857142857142857,0.777777777777778,0.571428571428571,0.666666666666667,0.25,1,0.666666666666667,0.8,0.75,0.666666666666667,1,0.75,0.8125,0.8125,0.666666666666667
"stu_bf2a0f71c9.1",0.125,0.75,1,1,0.75,0.933333333333333,1,0.8,1,1,0.833333333333333,0.769230769230769,0.25,0.4,1,0.636363636363636,0.941176470588235,0.470588235294118,0.6
"stu_d74a8780e8.2",0.333333333333333,0.333333333333333,1,0.75,0.6,0.888888888888889,1,0.8,0.666666666666667,0.8,0.625,0.4,0.333333333333333,0,0.666666666666667,0.333333333333333,0.846153846153846,0.538461538461538,0.4
"stu_06f7336d48.2",0.888888888888889,1,1,1,1,0.928571428571429,1,1,1,0.8,1,0.928571428571429,0.8,1,0.666666666666667,0.888888888888889,1,1,1
"stu_f0710c3e25",0.666666666666667,0.333333333333333,1,0.8,0.75,0.75,0.333333333333333,1,0.5,1,1,0.444444444444444,0.333333333333333,1,1,0.5,0.888888888888889,0.875,0.666666666666667
"stu_5c6dd20e66.3",1,1,1,1,0.5,1,1,1,1,1,1,1,1,0.5,0,0.333333333333333,1,0.8,0.5
"stu_ab5751fc55.2",1,0.625,1,1,1,0.909090909090909,0.75,1,1,1,1,1,0.25,1,1,0.75,1,1,0.714285714285714
"stu_7b7288c830.4",0.75,0.8,1,1,0.777777777777778,1,0.75,1,1,0.6,0.75,0.533333333333333,0.833333333333333,1,0.75,0.666666666666667,0.866666666666667,0.357142857142857,0.833333333333333
"stu_608bc8a22d.5",0.75,0.75,1,1,0.75,0.888888888888889,0.75,1,1,0.8,0.6,0.75,0.333333333333333,0.333333333333333,1,0.8,1,1,1
"stu_549733388e",0.666666666666667,0.666666666666667,1,1,1,1,0.75,1,1,1,1,1,0.5,1,1,1,0.666666666666667,0.8,1
"stu_c82fa2b5a6",1,1,1,1,0.714285714285714,0.928571428571429,0.857142857142857,1,0.75,1,1,0.785714285714286,0.8,1,1,0.571428571428571,0.928571428571429,0.857142857142857,0.833333333333333
"stu_99a6c81b9c",0.875,1,1,1,1,1,1,1,1,1,1,1,0.6,1,0.75,0.875,1,1,0.75
"stu_97c0cc6b7f.3",0.6,0.555555555555556,1,1,0.909090909090909,0.625,0.818181818181818,1,0.5,1,0.875,0.714285714285714,0.181818181818182,1,1,0.875,0.882352941176471,0.823529411764706,0.666666666666667
"stu_97cf8f3907.1",0.5,1,1,1,1,0.9,1,1,0.75,0.75,1,0.733333333333333,0.5,0.666666666666667,0.4,0.666666666666667,0.8125,0.5625,0.75
"stu_0786048027.1",1,1,1,0.888888888888889,1,0.833333333333333,1,1,0.6,1,0.833333333333333,0.916666666666667,0.666666666666667,0.75,0.666666666666667,0.666666666666667,0.916666666666667,1,0.666666666666667
"stu_f772a32a93.1",0.8,0.8,1,1,1,1,0.8,0.666666666666667,1,0.75,0.625,0.933333333333333,0.6,1,0.75,0.75,1,1,1
"stu_59ca4db3ed.1",0.888888888888889,0.833333333333333,1,1,1,1,1,0.75,1,1,1,1,0.428571428571429,1,0.4,1,0.9375,0.466666666666667,0.857142857142857
"stu_cb47c8468d.1",1,0.857142857142857,1,1,1,1,0.833333333333333,1,0.75,0.857142857142857,1,0.923076923076923,0.5,1,1,0.666666666666667,0.923076923076923,0.923076923076923,1
"stu_4d7e78a669",0.833333333333333,0.571428571428571,1,0.9,0.833333333333333,1,0.5,1,0.2,0.555555555555556,0.666666666666667,0.714285714285714,0.4,1,0.5,0.4,0.857142857142857,0.733333333333333,0.5
"stu_b8c3a2ee2b.3",0.8,0.857142857142857,1,1,1,1,0.75,1,1,0.571428571428571,1,0.833333333333333,0.6,0.75,1,1,0.916666666666667,0.75,0.857142857142857
"stu_96a362e172.3",0.666666666666667,0.833333333333333,1,1,1,1,1,1,1,1,1,0.666666666666667,0.5,1,1,0.777777777777778,1,0.933333333333333,0.666666666666667
"stu_112062923d.3",0.875,1,1,0.875,1,0.8125,0.875,0.666666666666667,0.6,1,0.75,1,0.285714285714286,1,0.6,0.75,0.875,1,0.75
"stu_d02d9da241.5",0.6,1,1,1,0.75,0.777777777777778,0.75,1,1,1,1,0.666666666666667,0.666666666666667,1,1,0.8,1,1,0.75
"stu_420cba065e.1",0.75,0.6,1,1,1,0.916666666666667,0.5,1,0.5,0.833333333333333,0.625,0.733333333333333,0.5,1,1,0.555555555555556,1,0.75,0.857142857142857
"stu_4a4bae1959.1",0.6,0.666666666666667,1,1,1,1,0.666666666666667,1,1,1,1,0.75,0.5,1,0.666666666666667,0.75,0.875,1,1
"stu_c82fa2b5a6.1",1,1,1,1,0.714285714285714,0.928571428571429,0.857142857142857,1,0.75,1,1,0.785714285714286,0.8,1,1,0.571428571428571,0.928571428571429,0.857142857142857,0.833333333333333
"stu_39ce1048cf",1,1,1,1,1,1,1,1,1,0.833333333333333,0.8,1,1,1,1,0.8,0.909090909090909,1,1
"stu_04fd892278.1",0.714285714285714,1,1,0.888888888888889,0.833333333333333,1,0.833333333333333,0.6,1,0.8,0.5,0.714285714285714,0.4,0.2,1,0.5,1,0.571428571428571,1
"stu_90b66d0c26.2",1,0.8,1,1,1,0.9,1,1,0.666666666666667,0.8,0.8,1,0,1,0.5,0.8,1,0.9,0.8
"stu_3dcfdac6a5.1",1,1,1,1,1,1,1,1,0.714285714285714,0.777777777777778,1,0.769230769230769,1,1,0.6,0.75,1,0.857142857142857,0.75
"stu_cc28123425.3",0.666666666666667,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.666666666666667,1,1,1
"stu_ceb79a981c.1",0.5,0.714285714285714,1,1,1,0.769230769230769,0.857142857142857,1,1,1,1,0.846153846153846,0.428571428571429,0.75,1,0.833333333333333,1,1,0.714285714285714
"stu_f6aaf9e23b.2",0.8,1,1,1,0.833333333333333,0.777777777777778,0.8,1,0.75,0.727272727272727,1,0.8,0.666666666666667,0.666666666666667,1,0.6,0.875,0.75,1
"stu_6e30e02ac1",0.75,0.714285714285714,1,0.909090909090909,0.8,0.8,1,0.833333333333333,1,0.714285714285714,0.857142857142857,0.875,0.333333333333333,0.333333333333333,0.4,0.5,0.875,0.8,0.571428571428571
"stu_5aa7191012",1,0.5,1,1,1,1,0.833333333333333,1,1,1,1,0.583333333333333,0.8,1,1,0.8,1,0.923076923076923,0.75
"stu_0ff1c59cdb.2",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.75,0.25,1
"stu_4fbb744284.2",1,0.75,1,0.666666666666667,0.8,0.785714285714286,0.666666666666667,1,0.75,0.875,0.625,0.6875,0.4,1,0.75,0.571428571428571,0.882352941176471,0.823529411764706,0.625
"stu_447ed62407.1",0.714285714285714,1,1,1,0.666666666666667,0.75,1,0.75,0.857142857142857,0.666666666666667,0.625,0.8,0.6,1,0.666666666666667,0.625,0.941176470588235,0.823529411764706,0.666666666666667
"stu_748bf7363f.2",0.8,0.833333333333333,1,0.875,1,0.916666666666667,0.6,1,1,0.8,0.666666666666667,0.818181818181818,0.75,1,1,0.833333333333333,0.923076923076923,0.833333333333333,0.714285714285714
"stu_61344d6a2d.2",0.833333333333333,0.714285714285714,1,1,1,0.75,0.777777777777778,1,1,0.857142857142857,0.714285714285714,0.625,0.666666666666667,0.8,1,0.857142857142857,0.9375,0.933333333333333,0.857142857142857
"stu_7b57ce72f9.1",0.875,0.6,1,1,0.714285714285714,0.666666666666667,0.5,0.5,0.333333333333333,0.6,0.714285714285714,0.769230769230769,0.333333333333333,1,0.5,0.428571428571429,1,0.769230769230769,0.6
"stu_d1c12ffcec.1",1,0.75,1,1,1,1,0.833333333333333,0.75,0.75,0.666666666666667,1,0.928571428571429,0.6,1,1,0.75,0.923076923076923,0.857142857142857,1
"stu_420cba065e.2",0.75,0.6,1,1,1,0.916666666666667,0.5,1,0.5,0.833333333333333,0.625,0.733333333333333,0.5,1,1,0.555555555555556,1,0.75,0.857142857142857
"stu_5f87a12fd6.1",0.75,1,1,1,1,0.857142857142857,0.666666666666667,1,1,1,1,0.714285714285714,0.333333333333333,1,1,0.75,0.857142857142857,0.857142857142857,1
"stu_cb47c8468d.2",1,0.857142857142857,1,1,1,1,0.833333333333333,1,0.75,0.857142857142857,1,0.923076923076923,0.5,1,1,0.666666666666667,0.923076923076923,0.923076923076923,1
"stu_78be38398e.1",0.75,1,1,1,1,0.75,0.714285714285714,1,0.666666666666667,1,0.714285714285714,1,0.333333333333333,0.666666666666667,1,0.714285714285714,0.923076923076923,0.923076923076923,0.833333333333333
"stu_8f042225dc.1",0.8,0.857142857142857,1,1,1,0.75,0.857142857142857,1,1,0.875,1,0.642857142857143,0.75,1,1,0.833333333333333,0.857142857142857,0.769230769230769,0.857142857142857
"stu_64e73c7177.2",0.857142857142857,0.777777777777778,1,0.9,1,0.8125,0.833333333333333,1,0.833333333333333,0.666666666666667,0.714285714285714,0.8125,0.5,0.75,1,0.857142857142857,1,0.9375,0.777777777777778
"stu_f50fe1fe18.4",0.75,0.857142857142857,1,1,0.857142857142857,1,1,0.5,1,0.857142857142857,1,0.9,0.428571428571429,1,1,0.75,0.909090909090909,0.909090909090909,0.428571428571429
"stu_4ddace6adc.2",1,1,1,1,1,0.928571428571429,0.8,1,1,1,0.625,0.8125,0.2,1,0.666666666666667,0.714285714285714,0.875,0.75,1
"stu_df34df5dad.3",0.875,0.625,1,0.916666666666667,1,0.928571428571429,0.8,0.5,0.375,0.571428571428571,0.555555555555556,0.571428571428571,0.2,1,0.444444444444444,0.9,0.941176470588235,0.764705882352941,0.857142857142857
"stu_a0a6c04f16",1,0.444444444444444,1,1,1,0.875,1,0.8,1,0.8,0.8,0.875,0.6,1,1,0.5,0.9375,0.733333333333333,0.444444444444444
"stu_58fbd78a19",0.75,1,1,1,0.666666666666667,0.785714285714286,0.833333333333333,0.75,1,0.625,0.833333333333333,0.846153846153846,0.666666666666667,1,0.5,0.666666666666667,0.9375,0.8125,0.5
"stu_6f9d57a2bc",1,0.714285714285714,1,1,1,1,0.428571428571429,0.75,1,0.9,1,0.857142857142857,0.666666666666667,0.666666666666667,0.666666666666667,0.5,0.933333333333333,0.615384615384615,0.2
"stu_744c668d3d.2",1,1,1,1,1,0.857142857142857,0.666666666666667,1,0.5,1,1,1,0.333333333333333,1,1,0.5,1,0.857142857142857,1
"stu_07411df718",0.857142857142857,0.8,1,1,0.888888888888889,0.875,0.8,1,0.8,0.8,0.714285714285714,0.823529411764706,0.333333333333333,1,0.6,0.5,0.647058823529412,0.555555555555556,0.9
"stu_e1e0a70bdf.2",0.857142857142857,0.666666666666667,1,1,1,0.875,0.625,1,0.75,0.888888888888889,1,0.9375,0.5,1,0.75,0.833333333333333,1,0.9375,0.777777777777778
"stu_30fd6cb19e.2",0.9,1,1,1,1,1,1,1,1,0.8,1,1,0.625,1,0.8,0.7,0.9375,1,0.8
"stu_b236acd5db",0.8,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.75,1,1,1
"stu_7f19cd7068",0.857142857142857,0.857142857142857,1,1,1,0.933333333333333,0.75,0.6,0.833333333333333,0.666666666666667,0.625,0.8,0.5,0.833333333333333,1,0.888888888888889,0.941176470588235,0.75,0.875
"stu_8cef991697.1",0.833333333333333,0.4,1,1,0.75,0.875,0.75,0.75,1,1,1,0.6875,0.428571428571429,0.75,0.6,0.6,0.941176470588235,0.823529411764706,0.727272727272727
"stu_71861bb115",0.666666666666667,0.333333333333333,1,0.8,1,0.785714285714286,0.666666666666667,0.8,0.75,0.8,0.571428571428571,0.615384615384615,0.285714285714286,0.6,0.75,0.5,0.75,0.875,0.857142857142857
"stu_836edcbeae.1",0.666666666666667,0.5,1,1,1,0.727272727272727,0.6,1,1,0.5,0.75,0.384615384615385,0.75,0.666666666666667,1,0.875,0.875,0.8125,1
"stu_7bf9a3370a",0.8,0.666666666666667,1,1,1,0.636363636363636,0.4,0.666666666666667,0.333333333333333,0.6,0.666666666666667,0.4,0.2,0,0.75,1,1,0.916666666666667,0.833333333333333
"stu_acd336695b.1",0.8,0.857142857142857,1,1,1,0.9,0.8,1,0.714285714285714,1,0.857142857142857,0.642857142857143,0.8,1,0.666666666666667,0.857142857142857,0.933333333333333,0.933333333333333,0.857142857142857
"stu_a781da86f3.1",0.875,0.875,1,1,1,0.933333333333333,0.875,0.75,0.75,0.875,1,0.8125,0.666666666666667,1,1,1,1,1,1
