"","Calculate.decimal.from.given.improper.fraction","Calculate.decimal.from.given.mixed.number","Calculate.decimal.from.given.percent","Calculate.improper.fraction.from.given.decimal","Calculate.improper.fraction.from.given.mixed.number","Calculate.improper.fraction.from.given.percent","Calculate.numerator.of.mixed.number.from.given.decimal","Calculate.numerator.of.mixed.number.from.given.improper.fraction","Calculate.numerator.of.mixed.number.from.given.model","Calculate.numerator.of.mixed.number.from.given.percent","Calculate.percent.from.given.decimal","Calculate.percent.from.given.improper.fraction","Calculate.percent.from.given.mixed.number","Calculate.whole.number.part.of.mixed.number.from.given.decimal","Calculate.whole.number.part.of.mixed.number.from.given.improper.fraction","Calculate.whole.number.part.of.mixed.number.from.given.model","Calculate.whole.number.part.of.mixed.number.from.given.percent","Enter.decimal.from.given.model","Enter.given.decimal","Enter.given.improper.fraction","Enter.given.percent","Enter.improper.fraction.from.given.model","Enter.numerator.of.given.mixed.number","Enter.percent.from.given.model","Enter.whole.number.part.of.given.mixed.number","Identify.that.a.mixed.number.can.cannot.be.simplified","Identify.that.an.improper.fraction.can.cannot.be.simplified"
"stu_c04710c1df",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.8,1,1,1,0.733333333333333
"stu_3ceaf445b6.4",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.666666666666667,1,1,1,1,1,1,1,0.857142857142857,0.857142857142857
"stu_f583311842.2",1,1,1,1,1,1,1,1,1,1,1,0.75,1,1,0.75,1,1,0.833333333333333,1,1,0.75,0.666666666666667,1,1,1,0.875,0.8125
"stu_0de49ab913.1",0.75,0.75,1,0.75,0.6,1,0.75,1,0.75,1,1,1,1,1,1,1,1,0.75,0.75,0.75,1,1,0.75,1,1,0.941176470588235,0.764705882352941
"stu_68101ea82d",0.6,1,1,1,1,1,1,0.8,1,1,0.75,1,1,1,0.8,1,1,1,1,1,1,1,1,1,1,1,0.833333333333333
"stu_5bbdf85d81.1",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"stu_b6163420ff.1",1,1,0.8,1,0.625,0.8,1,1,1,0.75,1,1,1,1,1,0.75,0.75,0.75,1,1,1,1,0.888888888888889,1,1,0.826086956521739,0.91304347826087
"stu_113e788f8f.1",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.75,1,1,0.75,1,1,1,1,1
"stu_a48233bcd9",1,1,0.666666666666667,1,1,1,1,0.75,1,1,1,1,1,1,1,0.75,1,0.75,1,0.75,1,0.75,1,0.75,1,1,0.894736842105263
"stu_cc529b06fa.1",1,0.75,1,1,1,1,1,1,0.75,0.75,0.75,1,1,1,1,1,1,0.75,1,1,1,1,1,1,1,1,1
"stu_a20345009c.1",1,1,1,0.5,1,1,0.5,1,1,1,0.5,1,1,0.5,1,1,1,1,1,1,1,0.6,0.666666666666667,1,1,0.833333333333333,0.833333333333333
"stu_3ca546ef25.1",1,0.75,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.875
"stu_0d756cb5eb",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.8
"stu_456ba10310.2",0.75,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.75,1,1,1,1,1
"stu_e1e5958c7f.3",1,1,1,0.5,1,0.75,0.5,1,1,1,0.5,1,1,1,1,1,1,1,1,1,1,1,0.75,1,1,0.916666666666667,0.666666666666667
"stu_3d4e66681b.3",1,0.5,1,1,1,1,1,1,0.5,1,1,1,0.833333333333333,1,1,0.75,1,0.75,1,1,1,1,0.833333333333333,0.75,1,0.538461538461538,0.846153846153846
"stu_e9521e7466.1",0.75,1,1,1,1,1,1,1,1,1,1,1,1,1,0.75,1,1,0.6,1,1,1,1,1,0.8,1,0.888888888888889,0.888888888888889
"stu_2f0770ed7b.2",1,1,1,0.5,1,1,1,1,1,1,0.5,1,1,1,1,1,1,1,1,1,1,1,0.75,1,1,1,1
"stu_0c8646fbb4.1",1,1,1,1,1,1,1,0.75,0.75,1,1,1,1,0.6,0.75,1,1,0.75,1,1,1,1,1,0.75,1,0.8,0.6
"stu_113e788f8f.2",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.75,1,1,0.75,1,1,1,1,1
"stu_456ba10310.3",0.75,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.75,1,1,1,1,1
"stu_6ac75a294c",1,0.7,1,1,0.714285714285714,1,1,1,1,0.75,1,0.75,0.8,1,1,1,1,1,0.666666666666667,1,1,1,0.9,1,1,0.857142857142857,0.80952380952381
"stu_89ec4237c2.1",1,1,0.714285714285714,1,1,1,1,1,1,1,1,0.75,1,1,1,1,0.857142857142857,1,1,0.75,1,1,0.75,1,1,0.722222222222222,0.555555555555556
"stu_49cae3f7ed.1",1,1,1,1,1,1,1,1,1,1,0.8,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"stu_df7fa3a719",0.75,1,1,1,1,1,1,1,0.8,1,1,0.75,1,1,1,1,1,0.8,1,1,1,0.8,1,0.6,1,0.916666666666667,0.833333333333333
"stu_cdfd58a63e.2",1,0.833333333333333,1,1,1,0.857142857142857,1,1,1,0.714285714285714,0.8,1,0.833333333333333,1,1,1,1,1,1,1,0.857142857142857,0.833333333333333,0.833333333333333,1,1,0.692307692307692,0.538461538461538
"stu_67b531e135.2",1,0.75,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.75,1,1,1,0.875
"stu_79a99727a2.1",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.666666666666667
"stu_fc3841718f.1",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"stu_7731b86c1d.1",1,1,0.666666666666667,1,1,0.666666666666667,1,1,1,1,1,1,1,1,1,1,0.833333333333333,1,1,1,1,0.75,1,1,1,0.923076923076923,0.615384615384615
"stu_6d5a589f3c",0.428571428571429,1,1,1,1,1,1,0.857142857142857,1,1,1,0.857142857142857,1,1,0.857142857142857,1,1,1,1,1,1,1,1,1,1,0.818181818181818,0.909090909090909
"stu_fc1c3690a1.3",1,1,1,1,1,1,1,1,0.75,1,0.75,0.75,1,1,1,0.75,1,1,1,1,1,0.75,1,1,1,0.928571428571429,1
"stu_9e86e1a742.3",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.6
"stu_bc51be8622.1",1,0.75,0.75,0.583333333333333,1,1,0.75,1,1,1,0.916666666666667,1,1,1,1,1,1,1,0.916666666666667,1,0.75,1,1,0.75,1,0.84,0.72
"stu_cbad8bf400",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"stu_f11b9b182a",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.8
"stu_e20ec3bdca.1",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.75,1,1,1,1,1,0.75,1,1,1,0.75,0.75
"stu_813255b1ce.2",1,1,1,0.75,0.75,0.75,0.75,1,1,1,1,1,1,1,1,1,1,0.75,1,1,1,1,1,1,0.75,0.888888888888889,0.888888888888889
"stu_6e30e02ac1.1",1,1,1,1,0.75,0.75,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.909090909090909,1
"stu_e46f279e97.1",1,1,1,0.75,1,1,1,1,1,0.75,1,1,1,1,1,1,1,0.75,1,1,1,0.75,1,1,1,0.666666666666667,0.666666666666667
"stu_0bf9d9ebc9.1",1,0.75,1,1,1,1,1,1,1,1,0.75,1,1,1,1,1,1,1,0.75,1,1,1,0.75,1,1,0.636363636363636,0.636363636363636
"stu_1e5203f218.1",1,1,1,1,1,1,1,1,1,1,0.75,1,1,0.75,1,1,1,1,1,1,1,1,1,1,1,1,1
"stu_031fda8fa8.1",1,1,1,1,1,1,1,1,1,1,0.666666666666667,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.823529411764706,0.823529411764706
"stu_e7c6cbb9ad",1,1,1,0.75,1,1,1,1,1,1,1,0.75,1,1,0.75,1,1,0.8,0.75,1,1,0.75,1,1,1,1,0.888888888888889
"stu_07210d4475.1",0.833333333333333,0.75,0.6,0.8,1,1,1,0.8,0.833333333333333,1,0.6,0.833333333333333,1,1,1,1,1,0.833333333333333,1,0.833333333333333,1,0.666666666666667,1,1,1,1,1
"stu_8cfa98575f.2",1,1,1,1,1,1,1,1,0.75,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.833333333333333,0.583333333333333
"stu_c16fc1a9a3",1,0.666666666666667,1,1,1,0.75,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.666666666666667,1,1,0.588235294117647,0.705882352941177
"stu_4893cbd47f.1",1,1,1,1,1,1,1,0.75,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.555555555555556,0.777777777777778
"stu_778209ec6e",1,0.875,1,0.8,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.888888888888889,1,1,0.769230769230769,0.576923076923077
"stu_62777f48b8.4",0.666666666666667,1,1,1,1,1,1,0.833333333333333,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.9,1
"stu_0009717471",1,0.75,0.75,1,1,1,1,1,1,0.75,1,1,1,1,1,1,0.75,0.8,1,1,1,0.666666666666667,1,1,1,0.9375,0.875
"stu_88e542a515",1,1,0.75,0.75,1,1,1,1,1,1,0.75,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"stu_6bb43036ad.2",1,1,1,1,1,1,1,1,1,1,0.666666666666667,1,1,1,1,1,1,0.75,1,1,1,1,1,1,1,0.8,0.7
"stu_8dbcf6f33a",0.75,1,1,1,1,1,1,0.75,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.875
"stu_49760c66ba.1",1,1,1,1,1,1,1,1,1,1,0.5,1,1,1,1,1,1,0.8,1,1,1,0.75,1,1,1,1,1
"stu_9bdd6a0a17",0.75,1,1,1,1,1,1,1,1,1,1,1,0.75,1,1,1,1,1,1,0.75,1,0.75,0.75,1,1,0.857142857142857,0.857142857142857
"stu_8a041b16fa.3",1,1,1,1,1,1,1,1,1,1,0.75,1,1,1,1,0.75,1,1,1,1,1,1,1,1,1,0.909090909090909,1
"stu_516dc5373b.2",1,0.75,1,1,0.75,1,0.75,1,1,1,1,1,1,1,1,1,1,1,1,0.75,1,1,1,1,1,1,0.666666666666667
"stu_49656a63ef",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.625,0.75
"stu_e59672bf35.1",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.833333333333333
"stu_c14b371a3d.2",1,0.666666666666667,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.75,1,1,0.75,1,1,1,0.666666666666667,0.6875,0.6875
"stu_4f15f2abf7.1",1,1,1,0.75,0,1,0.666666666666667,1,1,1,1,1,1,1,1,1,1,1,0.666666666666667,1,1,1,1,1,1,0.714285714285714,0.428571428571429
"stu_f11b9b182a.1",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.8
"stu_0c4491e5f8.3",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"stu_ca749fe022.1",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.8
"stu_18d772584f",0.8,1,1,0.5,0.75,1,0.333333333333333,0.666666666666667,1,1,0.25,1,0.75,0.666666666666667,0.8,0.75,1,0.75,0.5,0.8,1,0.75,1,1,1,0.875,0.8125
"stu_add7d60d69.2",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.75,1,1,1,1
"stu_825b40eae4.1",1,1,1,1,1,1,1,0.75,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.875
"stu_0bf8b58842.4",1,1,0.8,1,1,1,1,1,1,1,0.6,1,1,1,1,1,1,1,0.8,1,1,1,1,1,1,1,1
"stu_ae09b016ab.1",0.8,0.714285714285714,1,1,0.6,1,0.75,0.8,1,1,1,0.75,0.714285714285714,1,1,1,1,0.75,1,1,1,1,1,1,1,0.904761904761905,0.904761904761905
"stu_704a1c35dd.1",1,1,1,1,1,1,1,0.75,1,1,1,1,1,1,0.75,1,1,0.666666666666667,1,0.75,1,0.833333333333333,1,1,1,1,0.846153846153846
"stu_5815be200c.1",1,1,1,1,0.75,1,1,1,0.666666666666667,0.75,1,1,1,1,1,0.8,1,0.8,1,1,1,1,1,0.8,1,0.894736842105263,0.736842105263158
"stu_ae09b016ab.2",0.8,0.714285714285714,1,1,0.6,1,0.75,0.8,1,1,1,0.75,0.714285714285714,1,1,1,1,0.75,1,1,1,1,1,1,1,0.904761904761905,0.904761904761905
"stu_a781da86f3.2",1,1,1,1,1,1,1,1,1,1,0.75,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"stu_7f19cd7068",1,1,1,0.333333333333333,1,1,0.666666666666667,1,1,1,1,1,0.5,1,1,1,1,1,1,1,1,1,1,1,1,0.875,0.625
"stu_5ed9ffd086.1",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.8
"stu_287a9f1e63.1",1,0.75,0.75,1,0.75,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.75,1,1,0.916666666666667,0.583333333333333
"stu_1bb4b1ab06.1",1,1,1,1,0.75,1,1,1,1,1,1,1,1,1,1,1,0.75,1,1,1,1,1,1,1,1,1,1
"stu_55fbad668e.1",1,1,1,1,1,0.75,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.875,0.875
"stu_2e94ec2fb6.1",1,1,0.75,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.666666666666667,1,1,1,1
"stu_37444d36f6.1",1,0.75,1,1,1,1,0.75,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.909090909090909
"stu_f68f8f44b8.2",1,1,1,1,1,1,1,1,0.75,1,1,1,1,1,1,0.8,1,1,1,1,1,0.833333333333333,0.666666666666667,0.857142857142857,1,0.785714285714286,0.857142857142857
"stu_c8c3fe37fd.2",1,1,1,0.833333333333333,1,1,0.75,1,1,1,0.833333333333333,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.692307692307692,0.538461538461538
"stu_695389a661",0.625,1,0.75,1,1,0.75,1,1,1,1,1,0.875,1,1,1,1,1,1,1,1,1,1,1,1,1,0.888888888888889,0.666666666666667
"stu_d5e292155c",0.75,1,1,1,1,1,1,1,1,1,1,1,1,0.75,0.75,1,1,1,1,0.75,1,1,1,1,1,0.909090909090909,1
"stu_03fd576ae8",1,0.6,0.666666666666667,1,0.8,1,1,1,0.75,1,1,1,0.8,1,1,1,1,1,1,1,1,0.75,1,1,1,0.785714285714286,1
"stu_280eaeeedf",1,0.666666666666667,1,0.6,1,1,0.8,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.666666666666667,1,1,1,0.941176470588235
"stu_add853f76f",1,1,1,1,0.75,1,1,1,1,0.75,0.75,0.75,1,1,1,1,0.75,0.75,1,1,1,0.8,1,1,1,0.636363636363636,0.636363636363636
"stu_baac283811.2",1,0.8,0.75,1,0.833333333333333,1,1,1,1,1,1,1,0.833333333333333,1,1,1,1,1,0.5,1,1,1,0.7,1,1,0.8,0.85
"stu_f7423b2b4f.2",1,1,0.75,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"stu_fb70316a4a",1,0.571428571428571,0.75,1,0.857142857142857,0.75,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.533333333333333,0.533333333333333
"stu_c8d4a59dd0.2",1,1,0.6,1,1,1,1,1,1,1,1,1,1,1,1,0.833333333333333,1,0.666666666666667,0.75,1,1,0.857142857142857,1,1,1,0.857142857142857,0.80952380952381
"stu_eb013327fc",1,0.857142857142857,1,1,0.857142857142857,1,1,1,1,1,1,1,1,1,1,1,0.75,1,1,1,1,1,0.857142857142857,1,1,0.590909090909091,0.590909090909091
"stu_b1a8260767.2",1,1,0.75,1,1,0.75,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"stu_4acaa4d9f6.2",1,1,1,0.5,1,1,0.5,1,1,1,0.5,1,1,0.5,1,1,1,0.666666666666667,1,1,1,1,1,1,1,0.928571428571429,0.928571428571429
"stu_d6b6f9ccba.4",1,0.75,0.75,1,1,1,1,1,1,1,1,1,1,1,0.833333333333333,1,1,0.833333333333333,1,0.666666666666667,1,0.666666666666667,1,0.833333333333333,1,1,0.75
"stu_c393989952.2",0.8,1,1,1,1,0.75,1,0.857142857142857,0.777777777777778,0.75,1,0.5,1,1,0.666666666666667,0.888888888888889,1,1,1,0.888888888888889,1,0.625,1,1,1,0.769230769230769,0.461538461538462
"stu_27ed7e8142.2",0.75,1,1,1,0.75,1,1,0.75,1,1,1,1,1,1,1,1,1,0.75,1,1,1,1,1,1,1,0.928571428571429,0.928571428571429
"stu_f5ff8e1a2b",1,0.75,1,0.833333333333333,1,1,1,1,1,1,0.666666666666667,1,1,1,1,1,1,0.6,1,1,1,1,1,1,1,0.764705882352941,0.823529411764706
"stu_3674e2ad2f.2",1,0.75,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.75,1,1,1,0.75,1,1,1,1,0.818181818181818
"stu_4c5e48017f.1",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.875
"stu_e18a227e47.3",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"stu_58140beb38.1",0.666666666666667,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"stu_bf8f875d5a",0.75,1,0.571428571428571,1,1,1,1,1,1,1,1,1,1,1,1,1,0.857142857142857,1,1,0.75,1,1,1,1,1,0.882352941176471,1
"stu_c2d363419e.3",1,1,1,1,0.666666666666667,1,1,1,1,1,0.5,0.5,1,1,1,1,1,0.5,1,1,1,0.75,0.666666666666667,1,1,1,1
"stu_567576cb94",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.714285714285714,1,1,1,0.916666666666667,0.916666666666667
"stu_8f891a6abc.1",1,1,0.8,1,1,1,1,1,1,0.6,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.888888888888889
"stu_d8c03f344e.4",1,1,0.666666666666667,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.75,1,1,0.818181818181818,0.454545454545455
"stu_0470e31939.1",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"stu_2e219f45c7.1",1,1,1,0.75,0.666666666666667,1,1,0.833333333333333,1,1,1,1,0.8,1,0.666666666666667,1,1,1,1,1,1,1,0.857142857142857,1,1,0.894736842105263,1
"stu_26d7389f7e.5",1,0.75,1,0.833333333333333,0.75,1,1,1,1,1,0.6,1,1,1,1,0.875,1,0.714285714285714,1,1,1,0.714285714285714,1,1,1,0.95,0.85
"stu_c133c2eff6.2",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.8
"stu_ed4635e3e7",1,1,1,0.8,0.833333333333333,1,1,1,1,1,0.6,1,0.714285714285714,0.8,1,1,1,1,0.8,1,1,1,1,1,1,0.5625,0.5
"stu_89ec4237c2.2",1,1,0.714285714285714,1,1,1,1,1,1,1,1,0.75,1,1,1,1,0.857142857142857,1,1,0.75,1,1,0.75,1,1,0.722222222222222,0.555555555555556
"stu_601d01cdcb.1",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"stu_8203846cb2",1,1,1,1,1,1,0.8,0.666666666666667,1,1,1,0.571428571428571,1,0.8,0.8,1,1,1,1,1,1,1,1,1,1,0.642857142857143,0.714285714285714
"stu_6c81f799bd",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.8
"stu_5743695956",0.571428571428571,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.857142857142857,1,1,1,1,1,1,0.818181818181818
"stu_37fde35c2a.2",1,1,0.75,1,1,0.75,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.75,0.875
"stu_16f1c670eb",1,1,1,0.75,1,1,1,1,1,1,0.75,1,1,1,1,1,1,1,0.75,1,1,0.6,1,1,1,0.916666666666667,0.666666666666667
"stu_ead5506548.1",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.8
"stu_68101ea82d.1",0.6,1,1,1,1,1,1,0.8,1,1,0.75,1,1,1,0.8,1,1,1,1,1,1,1,1,1,1,1,0.833333333333333
"stu_e1ec369fe5.3",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"stu_e1ec369fe5.4",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"stu_0ce59ecf3d.2",0.333333333333333,1,1,1,1,1,1,0.714285714285714,0.888888888888889,0.666666666666667,0.5,0.5,1,1,1,0.75,1,0.833333333333333,1,0.714285714285714,0.5,1,1,0.636363636363636,0.25,0.846153846153846,0.615384615384615
"stu_63ed4e245b",0.6,1,0.6,0.666666666666667,1,1,1,1,1,1,0.5,0.8,1,1,1,1,1,1,1,0.8,1,1,1,1,1,0.857142857142857,0.928571428571429
"stu_a554e590da.1",1,1,0.75,0.5,0.6,0.6,0.8,0.8,1,1,0.8,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.5,0.576923076923077
"stu_3e5d88db37",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"stu_5ed9ffd086.2",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.8
"stu_a317da9620.1",1,1,1,1,1,1,1,1,1,1,0.75,1,1,1,1,1,1,0.833333333333333,1,1,1,0.6,1,0.833333333333333,1,0.769230769230769,0.923076923076923
"stu_bc51be8622.2",1,0.75,0.75,0.583333333333333,1,1,0.75,1,1,1,0.916666666666667,1,1,1,1,1,1,1,0.916666666666667,1,0.75,1,1,0.75,1,0.84,0.72
"stu_07210d4475.2",0.833333333333333,0.75,0.6,0.8,1,1,1,0.8,0.833333333333333,1,0.6,0.833333333333333,1,1,1,1,1,0.833333333333333,1,0.833333333333333,1,0.666666666666667,1,1,1,1,1
"stu_cd6461283d",1,1,1,1,0.75,1,1,1,1,1,0.75,1,1,1,1,1,1,0.5,1,1,1,1,0.75,1,1,1,0.857142857142857
"stu_50cb974c57.3",1,0.833333333333333,1,1,1,1,1,1,1,1,1,1,1,0.75,1,0.857142857142857,1,0.666666666666667,0.75,1,1,0.857142857142857,1,0.857142857142857,1,0.789473684210526,0.842105263157895
"stu_93b110e3b7.2",0.666666666666667,1,1,1,0.75,1,1,0.833333333333333,1,1,1,0.666666666666667,1,1,1,1,1,1,1,1,1,0.75,0.75,1,0.75,1,0.9375
"stu_6a136c80e6.4",1,0.75,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.6,1,1,1,0.8,1,1,1,1,0.833333333333333
"stu_53b1a5e5ed.5",1,1,1,1,0.75,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.75,1,1,1,1,0.75,1,1
"stu_4a4345a318",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.625
"stu_afaf0f401a",1,0.666666666666667,1,1,0.666666666666667,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.833333333333333,1,0.8
"stu_82bc2d28d5",1,1,1,1,1,1,1,1,1,1,0.666666666666667,1,1,0.75,1,1,1,1,1,1,1,1,1,1,1,1,1
"stu_ef20fcd668.1",1,1,1,1,1,1,1,1,1,1,1,1,0.833333333333333,1,1,1,1,1,1,1,1,1,0.833333333333333,1,1,0.846153846153846,0.923076923076923
"stu_813255b1ce.3",1,1,1,0.75,0.75,0.75,0.75,1,1,1,1,1,1,1,1,1,1,0.75,1,1,1,1,1,1,0.75,0.888888888888889,0.888888888888889
"stu_81991bb530.1",0.8,0.857142857142857,0.75,1,0.666666666666667,1,0.5,1,1,0.6,1,0.8,1,0.5,0.75,1,0.6,1,1,0.8,1,1,1,1,1,0.789473684210526,0.842105263157895
"stu_082a6e2b0b.1",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.75,1,1,1,1,1,1,1
"stu_d2cff841af.1",1,1,0.833333333333333,0.833333333333333,0.75,1,1,0.666666666666667,1,0.8,0.833333333333333,1,1,0.666666666666667,1,1,1,1,1,1,1,1,0.8,1,1,0.92,0.84
"stu_feb98866d9.3",1,1,1,1,1,1,1,1,1,1,0.75,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.875,0.75
"stu_4d949969d4.1",0.8,1,1,1,1,1,1,0.8,1,1,1,0.6,1,1,1,1,1,1,1,1,1,1,1,1,1,0.888888888888889,1
"stu_b18b305e65.1",1,1,1,0.75,1,1,0.75,1,1,1,1,1,1,1,1,1,1,0.75,1,1,1,0.75,0.75,1,1,1,1
"stu_42fd7508a6",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.75,1,1,1,1,1,1,1,0.909090909090909,0.818181818181818
"stu_9d6befb7ec.3",1,1,0.75,1,1,1,1,1,1,1,1,1,1,1,0.75,1,0.75,1,1,1,1,1,1,1,1,0.785714285714286,0.714285714285714
"stu_7fe4633932.3",0.666666666666667,1,1,1,1,1,1,1,1,1,0.75,1,1,1,1,1,1,1,1,1,1,0.75,1,1,1,0.611111111111111,0.666666666666667
"stu_113e788f8f.3",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.75,1,1,0.75,1,1,1,1,1
"stu_b59c9e619d.5",1,0.6,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.8,1,1,0.916666666666667,0.833333333333333
"stu_394ad85de6.1",0.75,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.75,1,1,1,1,1,1,1
"stu_3e41bb3a61.1",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"stu_afaf0f401a.1",1,0.666666666666667,1,1,0.666666666666667,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.833333333333333,1,0.8
"stu_347fb82fa3",0.75,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.625,0.625
"stu_05a9a5c723.1",1,1,1,0.857142857142857,1,1,1,1,1,1,1,0.75,1,1,1,1,1,1,1,1,1,0.75,1,1,1,0.578947368421053,0.526315789473684
"stu_f717f5b546.2",1,0.6,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.8,1,1,0.888888888888889,1
"stu_7c8792abcd.2",1,1,1,1,1,1,1,1,1,1,0.75,1,1,1,1,1,1,1,0.75,1,1,1,1,1,1,1,0.875
